content,score,label
Ruangguru bagus bgtt.knp aku bljr diruangguru bru skrng😭nyesel bgttt.ruangguru seruu bgtt.coba aja aku udh lama ikut ruangguru mungkin nilai rapotku nggak turun naik 😭😭hikssss,5,Positif
Mantap baget,5,Positif
Waaahh makasih banget buat ruangguru yang udah bikin belajar ku lebih produktif dari sebelumnya!!! Semoga sukses terus buat ruangguru ❤️,5,Positif
Terimakasih ruang guru apk yg sangat bermanfaat..,5,Positif
"Assalamuaikum min maaf saya sebenarnya suka sama aplikasi ini tapi maaf min karena langganan yang mahal maupun sudah didiskon saya ndak boleh sama orang tua saya ,soalnya tahun lalu ada kakak laki² di sekolah saya dari ruang guru disana dijelaskan vidio terus dikasih lembaran buat ngisi untuk bimbel Tapi Orang tua saya ndak bolehin,Jadi jangan telpon nomer saya ya min alasan orangtua saya gini:""Ojo ojo bayar ono kuwi Seneni mbah engko"",jadi ruanggurunya tak hapus,Minjangan telpondankirimpesanwa",5,Positif
RUANG GURU INI BAGUS BGT LO,5,Positif
Okkee,5,Positif
Saya sangat nyaman dalam belajar karena pembimbingnya sangat ramah,5,Positif
"Ruang guru, aku masuk nya ke SMK tolong tambahin jurusannya dong yang ada MPLB nya 😭😭😭 biar saya bisa berlangganan di ruang guru",4,Positif
"sukaaa banget penjelasannya baguss bikin cepet ngertii terimakasih ruang guru , biasanya yaa kalo disekolah dijelasin ga terlalu detail tapi disini detail banget hehe jadi rasa penasaran saya terpenuhi ttg setiap materinya 😍😍",5,Positif
Kok setiap mestery book dibuka dikit terus selalu di bawah 100 harus nya setiap kali buka 10000,1,Negatif
Semoga bisa gratis,5,Positif
Masa di heroes akademy kita gabisa liat peringkat yang lain,5,Positif
"Aplikasinya sangat membantu buat belajar, apalagi buat adek2 saya yang suka susah diajak belajar😁",5,Positif
Aplikasinya bagus banget terus saya cepat mengerti👍,5,Positif
Baguss!,5,Positif
Kebanyakan ngelagnya dibanding bagusnya.,1,Negatif
"Saya selalu di spam oleh marketing di ruangan guru di wa dan saya merasa privasi saya dipublikasi karena di setiap promosi selalu menggunakan privasi saya seperti email dan nomer saya.saya mintak untuk berhenti (""aplikasi berbahaya ini mencuri data kalian jangan di install"") dan segera di uninstall jika terlanjut",1,Negatif
"Sangat membantu dalam memahami materi dan belajar, materi-materi yang tidak dimengerti dijelaskan sangat detail :)",4,Positif
🐵🐵🐵,1,Negatif
Pembelajarannya sangat mudah di pahami,5,Positif
Maaf aplikasi ini terlalu menarik dan juga sudah membantu saya yang cara belajarnya audiovisual. Dan karena itu saya menhapus aplikasinya,1,Negatif
ruang guru berisik wa trs stiap hri,1,Negatif
"BISA TIDAK SALES RUANGGURU STOP SPAM DI WA BUAT LANGGANAN KEMBALI. GIMANA MAU LANJUT LANGGANAN KALAU 1 HARI 6 KALI SPAM, KAN BUKANNYA TERTARIK MALAH JADI RISIH",1,Negatif
Good n excelen,5,Positif
"sya uda beli paket via web, disitu paketnya lengkap semua tp pas sya buka apk nya malah yg kebuka cuma 1 materi doang. nyesel si beli paketnya, uda lg mahal². mungkin pihak rg cuma mau untungnya doang kali ya makanya nulis paket di web itu seakan-akan semua videonya bisa kita akses pas uda berlangganan. nanya sama konsultannya tp ga dibales bales. sedih sih. tp namanya jg marketing ya kan. mohon bgt ya rg tlong kalo mau nulis paketnya yg jujur aja biar sya atau org lain jg bisa pilih paketnya.",1,Negatif
Aplikasih ini sangat membantu sayang utuk merai cita2,5,Positif
"Seneng banget sihh ad ruang guru ,jadi belajar ny jadi gk bosan"" kali gitu loh jadi enak Itu aja sih",5,Positif
berpotensi chat via japri wa terus menerus.. seakan memaksa untuk berlangganan.. sudah bekali kali saya tolak.. masih saja japri dengan nomor dan orang yang berbeda,1,Negatif
Bagus banget deh 👌 Tapi menurut aku sih tapi kalau orang lain gatau,5,Positif
Udah pensi langganan masih dispam,1,Negatif
makasiiii ruang guru nilaiku jadi lebih bagus dari yang lalu video pembelajaran nya asik nga bikin ngantuuuuk suka dehhhh,5,Positif
sudah bagus. tinggal terdapat beberapa masalah kecil. but no problem 👍,5,Positif
"buat sekarang ini aku bintang 2 dulu. kenapa ya pas aku lagi nonton video yang udah di download dengan keadaan data mati malah disuruh verifikasi ke wa terus, giliran nonton nya pake data gak kayak gitu, padahal kan di download kayak gt biar hemat kuota:((( mohon tanggapan dan perbaikan nya donggg!!!",2,Negatif
Animasinya bagus banget dan cara penyampaiannya bagus👍🏼,5,Positif
"Sangat Bagus sekali Aplikasi Ruang Gurunya. Pokoknya Keren Deh, terus juga Fitur-fiturnya juga Bagus Banget. Pokoknya Aplikasi Belajar yang Paling Bagus dan Terkeren itu, ya Ruang Guru... Terima-kasih ya untuk Developer nya yang Membuat Aplikasi Ruang Guru ini. Than'k you... 🙂... 👍🏻👍🏻👍🏻👍🏻👍🏻... ⭐⭐⭐⭐⭐...",5,Positif
Smp-sma 2023-2026,5,Positif
"Yeay! to be honest, it's helpful",5,Positif
"Hai, aku edit ulasanku ya. Makasih ruang guru ngebantu banget lho buat belajar utbk snbt. Puji tuhan aku lolos di ptn dengan rata2 nilai yang cukup memuaskan (sekitar 644).",5,Positif
"Alhamdulillah 😊 makasih banyak ya Ruang Guru, udah mau bantu aku untuk mengisi waktu liburan dengan belajar hal bermanfaat,🥰",5,Positif
"Wow , apk belajar online nomor 1 yang gue temui lengkap",5,Positif
"Muantapp bangett ini apk,, aku rangking 1 dri 30 siswa,, makasih ruang guru telah membimbing sy melalui online😍😍",5,Positif
Waaaaah saya suka aplikasi ini hebat pokoknyah,5,Positif
bagus!,5,Positif
Ruang guru bisa buat TK gak?,5,Positif
Bagus banget ngebantu aku waktu belajar,5,Positif
Good aplikation,5,Positif
Alhamdulillah berkat apk ini aku ranking 1,5,Positif
Seruuuu bgt,5,Positif
👍👍💘,5,Positif
Saya sangat suka dengan apk ini karena sangat membantu saya saat ingin ujian,5,Positif
"Terimakasih ruangguru, saya lolos FTTM ITB dalam waktu belajar 1 bulan Alhamdulillah",5,Positif
Terima kasih ya ruang guru berkat kamu saya jadi pintar saya beri bintang lima ya,5,Positif
"Terimakasih Ruangguru krn sudah menjadi bimbel online terbaik yg mmbantu aku untuk bisa lolos di PTN. Alhamdulillah, meskipun aku gagal dlm SNBP, tpi aku berhasil lulus UTBK-SNBT di Program Study Psikologi.",5,Positif
"Sangat membantu,apalagi untuk tipe saya yang suka belajar yang ada kuisnya",5,Positif
"Rencana mau stop langganan tp masih pertimbangan Tiap hari di wa,telpon dengan no yg berbeda ,setiap hari macam tukang tagih hutang aja loh serius ..tiap hari /seminggu bisa 3 x ditagih dan ditanyain ... Akhirnya memutuskan utk berhenti total langganan,asli gak nyaman selama 4 bulan loh ..tolong satu aja yg menghubungi jangan no yg berbeda setiap hari ...bikin gak nyaman tau",2,Negatif
Saya sangat suka dengan aplikasi ruang guru ini lengkap pelajaranya saya kasih reting 5 ya karna sangat bagussss sekali 🤩👍,5,Positif
"Akhirnya bugnya udah diperbaiki 😇, makasih banget pokoknya Ruang Guru. Aplikasinya sangat membantu sekali. Akhirnya gak ada video ngefreeze lagi. Makasih banget pokoknya masalahnya udah di perbaiki 👍",5,Positif
Anakku jadi rajin belajar,5,Positif
Aku suka ruang guru ini belajar dan mendapatkan juara 3,5,Positif
sangat membantu untuk mempersiapkan diri,5,Positif
"Sering error, padahal jaringan sudah bagus tapi nggak bisa ditonton, diteror mulu, mulai dari email, chat, bahkan sampai ditelpon, udh ditolak tetap diganggu, nggak dari ortunya atau anaknya dihubungin mulu padahal sdh berhenti langganan, ditolak 1 ada lagi aja yg nelpon, chat ngespam, semoga bisa menjadi contoh yg lain agar berhati-hati dalam memilih bimbel online ya :)",1,Negatif
Bagus untuk memuat kan pelajaran yang akan datang nanti,5,Positif
"Makasih banget buat aplikasi ruang guru. Yang udah ngebantu aku belajar buat SNBT. Dan tahun ini aku lolos seleksi, makasi banyak ruang guru. Dan buat guru guru yang ngajar di video video ruang guru, terimakasih. Penjelasan kalian sangat sangat mudah dipahamiii. Pokoknya gausah ragu gaes pake aplikasi ruang guru, bener bener sengaruh itu. Kalian yang susah belajar mtk jadi paham kalo belajar disini. Ini review jujur ya guys, aku pernah gapyear, dan tahun ini lolos berkat bantuan ruang guru.",5,Positif
"Sebenarnya ruang guru ini aplikasi belajar yg bagus, tetapi saya udh ga mau berlangganan, di paksa² dan saya mau pindah ke bimbel ZENIUS, tetapi besok nya saya di telfon saya di paksa paksa buat beli padahal saya udh ga mau beli,dan mau pindah ke ZENIUS, tetapi admin nya ga terima, dan memaksa saya lagi buat beli, luar biasa ruang guru ini memaksa orang yg g mampu, untung saya anak seorang IT jd saya bisa menghindari pemaksaan",3,Netral
Bagus materi yang di sajikan cukup lengkap tapi kadang aplikasinya agak eror di beberapa kondisi,4,Positif
Apk sangat bagus untuk anak-anak,5,Positif
AKU LULUSSS SNBT MAKASIII RUANG GURUUU,5,Positif
Bagus bgtt bisa membantu saat belajar kalian harus download ini,5,Positif
"Terima kasih ruang guru, berkat materi-materinya dan sistem pembelajarannya Alhamdulillah saya dapat di terima di Institut Teknologi Bandung",5,Positif
"Terima kasih Ruangguru sudah menemani saya selama semi-gapyear, alhamdulillah tahun ini bisa diterima PTN impian.",5,Positif
Asik belajar di ruang guru,1,Negatif
Aplikasi ini bagus sekali untuk belajar dan meningkatkan prestas😃😊,5,Positif
Susah cuman mau liat video gratis aja musti verifikasi dulu. Udh mana lama pula verifikasi nya.,1,Negatif
The features is very well,4,Positif
Berkat aplikasi ruangguru alhamdulillah aku lulus seleksi utbk snbt 2023 makasih dah bimbel saya sampai lulus semoga kedepannya makin bagus😇😇😇,5,Positif
Sangat membantu dalam utbk,5,Positif
"terimakasih ruang guru, saya lolos utbk 2023 walaupun hanya belajar 2 bulan👍",5,Positif
Bagus'bagi yangasih kurang pintar harus download ruangguru,5,Positif
"Ruang guru makasih banyak untuk materi,kuis,TryOut, dan ringkasan nya, juga kakak pengajar yang bantu aku lolos utbk. Alhamdulillah aku diterima di universitas negeri lewat jalur snbt, persiapan untuk utbk nya cuman lewar ruang guru aja dan emang ngebantu banget buat persiapan utbk. Sekali lagi terima kasih banyak ruang guru",5,Positif
"rekomend banget buat yang mau belajar UTBK SNBT, materinya banyak yang sama dengan tesnya. Pilihannya juga banyak: materi video, kuis, drill soal, tryout",5,Positif
"The app is good at all. But when I open the video that I have downloaded, sometimes it has limitation to open it and some other errors. I hope you can fix it",4,Positif
spam wa,1,Negatif
Luar biasa untuk guru ku,5,Positif
Aplikasi rekomendasi untuk membantu proses belajar lebih mudah,5,Positif
Nyepam tlp,1,Negatif
Baguslah makin bagus update-anny ! Ty ruangguru ~~ app belajar terbaik ! Semoga jumlah rating keseluruhannya 5.0 !! ›3 - dari ninaw,5,Positif
"Keren banget apknyaa, Ka kalau bisa sediakan untuk macbook juga ya kaa",5,Positif
Saya sangat suka dengan cara penjelasan yang sangat diteil dan kondusif,5,Positif
"Ruangguru bagus kok cuma baru aja tadi mau download video tapi kok gak ke download yah apa mungkin ada yang salah? Edit: ok kak, Terima kasih 😄 Ruangguru the best lah",5,Positif
Sangat bermanfaat sekali untuk pengetahuan dan belajar,5,Positif
Berlajar,5,Positif
"Ga tau keluhan nya kurang lebih sama kaya yg di rate bintang 1, Uda di coba semua cara jg sama aja. Tolong banget nih ya pihak ruangguru di perbaiki lagi, ga guna bgt uda berlangganan ga bisa di buka",1,Negatif
Tolong min kalo masuk suka gak jadi,4,Positif
Game nya seru cuy kalian harus download 🌟🌟🌟🌟🌟 👍,5,Positif
Harus bayar,4,Positif
"Untuk fitur screenshot di pembahasan adaptonya tolong disediakan, overall sudah baik",5,Positif
"Sangat bagus pembelajaran dan topik nya bagus sesuai dengan pembelajalaran disekolah,bisa disesuaikan dengan kelas,dan live teaching BAO",5,Positif
Apk ini sangat bagus bagi pelajar,5,Positif
Cobak gak suruh bayar,1,Negatif
Makasih ini bantu banget,5,Positif
cinta,5,Positif
Aplikasi sudah bagus tapi terkadang lag. Hal yang bikin kesal dichat mulu sama orang ruangguru,3,Netral
Enak,5,Positif
Aplikasi ini sangat mendidik untuk anak anak seperti kami saya rating 5,5,Positif
Pengalaman saya sempat sekolah di Mts.,5,Positif
"Kreatif, terobosan excellent untuk pendidikan informal.",5,Positif
Aplikasi belajar yang mudah digunakan untuk semua jenjang terimakasih,5,Positif
Sangat baik because nonton video selalu bayar/verivikasi nomor,4,Positif
saya sangat menyenangkan belajar diruang guru,5,Positif
Bagus cepet nyambung di otak,5,Positif
Aplikasi ini sangat membantu,5,Positif
Nisa mengenal luas tentang pelajaran,5,Positif
"Bissmillah, sukses terus ruang guru!",4,Positif
"Mantap belajar pakai ruang guru, edit: saya kecewa di fitur utbk bagian ujian mandiri setelah di update untuk materi video tes STAN sudah tidak ada, padahal saya sangat butuh mohon diperbaiki dan dimunculkan kembali fitur materi video tes STAN nya, karena sebelumnya ada sekarang tinggal SIMAK UI aja yang ada🙏",3,Netral
"Pelayanan jelek, avatar gak bisa diubah jenis kelaminnya",1,Negatif
"Ini knp min langganan ya sampe tngl 16 juni 2023 tapi kok udah kekunci ditngl 12 chat sama sales ya gk di bls"" ini knp kok gitu kemari cek masih ada waktu sampe tanggal 16 sekarang udah di kunci",1,Negatif
"capek di CHAT2 Mulu, padahal udh bilang ga mau langganan lagi. Jadi keknya, bintang 1 cocok. andai bisa krim foto, w bakal krim ss chat2 nya. n yg ga logis nya, bnyk yg udh lulus pun tetep di CHAT2🗿. kalo mau di perpanjang, toh nya juga bakal hubungi ke no yg pertama, GA USH SERIBU 1 HARI. n nih w juga bkn yg pertama, dah banyak org juga, kek di tiktok juga udh viral, bnyk mantan pelanggan yg risih. Jadi yahhhh intinya, kalo mau promosi, jdi bikin risih deh. Kena bintang 1 kan.",1,Negatif
gw sih ngerekomendasiin ruang guru buat soal yang kita kurang paham.mantap👍👍👍👍👍👍👍,5,Positif
"Tolong ruangguru jangan wa saya lagi, karena saya tidak akan memakai atau perpanjang lagi terimakasih",1,Negatif
"Overall bagus tapi mohon untuk tidak spam saat user sudah ingin berhenti berlangganan, jangan melempar pertanyaan yang sama memakai nomer yang berbeda2 sangat tidak nyaman",2,Negatif
wah bagus sih ini apk nyaa🫶,5,Positif
sangat membuat semangat dalam belajar,5,Positif
Keren bgt memudahkan belajar dan menyenangkan. Teman baru dan banyak.,5,Positif
ruang guru makin lama makin ga jelas orang mau nonton video pembelajaran harus verifikasi nomor hp dlu lewat wa mana balesannya lama bgt lg kembaliin ruang guru yg bikin enak belajar dan ga ribet!!,1,Negatif
"COCOK BANGET BUAT BELAJAR,MATERINYA LENGKAP,AUTO JUARA KELAS NIHH",5,Positif
"😀apk nya bagus 👍, sesuai pelajaran 😄",5,Positif
Halo nama saya Gandhi saya ingjn bertanya.Kenapa semua mata pelajaran ada banyak yang bayar di kls 7 jdi gak bisa mengetahui pelajarannya,2,Negatif
Aku sangat senang belajar disini aplikasi ruang guru,5,Positif
Lumayan sih tpi sebagian video nya gak bisa diputar karena harus langganan terlebih dahulu....tpi gpp Sih tetap seru sih apalagi ada hewan peliharaanya...belajar jdi tambah seru deh...,5,Positif
"Aku belajar lebih cepet dan mudah karena ruang guru, penjelasan nya mudah untuk di pahami dan pemberian materinya singkat sehingga kita mudah untuk memahami nya tanpa perlu berpikir panjang dari sekian banyaknya penjelasan.",5,Positif
Keren sih tapi kadang suka lag padahal koneksi bagus,4,Positif
Sangat bagus dan membantu saya belajar,4,Positif
"Halo kak kenapa yah padahal udan nonton vidio 15-30 menit tapi kok gak masuk di rapor mingguan dan teman belajar kog gak naik"" padahal udah nonton vidio berkali kali tapi mengapa masih sekarat teman belajarnya ini kenapa yah?",4,Positif
Aplikasi ini sangat educatif sekali,5,Positif
Nyepam,1,Negatif
Belajar di ruang guru membuat belajar menjadi seru. Thanks ruang guru,5,Positif
"jlk, aplikasi buat ruang kelas ny aku PAS jwb C di sistemnya ke ubah gitu, tlg sistemnya diperbaiki lg krn ini mngruhi nilai ak",1,Negatif
Aplikasi ini sangat membantu saya dalam memahami suatu materi tentang pelajaran ekonomi sosiologi dan hal2 lainnya yang dapat menjelaskan secara detail dan terperincj,5,Positif
Apk anak ambis,5,Positif
Masuk nya terlalu lama saya sampai malas buang banyak waktu,1,Negatif
Kenapa ya setiap mau nyari jawaban lewat foto suka gagal mulu padahal foto sudah jelas dan internet juga bagus kecewa banget dan juga kemarin nyari jawaban pake koin aja sampe 40 menit baru dikasih jawaban katanya cepet mohon untuk di tingkatkan lagi ruangguru biar tambah semangat belajarnya,1,Negatif
"Maaf nih ya kalau menyinggung,, saya lebih suka ruangguru yg dulu yg ini harus langganan dulu ga kaya waktu itu sedih banget padahal aku udh harapin agar aku bisa belajar disini, karena esok hari nya saya ada ulangan sy cuma mau liat materi doang tapi hrs langganan",2,Negatif
Penjelasan mapelnya mudah di pahami,5,Positif
Bisa bisa☆☆,1,Negatif
Sangat bagus penjelasan nya gampang di mengerti.. Dan ada juga hewan peliharaan buat temen belajar 📚✏😃,5,Positif
Udah lulus masih di wa trs caperr anjj,1,Negatif
Sangat menyenangkan belajar di ruang guru,2,Negatif
"bagus banget aplikasinya cocok buat belajar tapi bingung soalnya gak punya guru atau tempat les yang cocok,editornya bagus,materinya di bahas tuntas nieh sama tentornya. so gara gara ruang guru materi 3thn bisa disingkat 1 bulan nieh jadi dikelas aku gak kesulitan terima kasih ruang guru",5,Positif
udah langganan 50k roboguru tapi sama aja pembahasannya tidak bisa dibuka...,1,Negatif
"di update malah gabisa dibuka video pembelajaran nya, mana lemott keselll",2,Negatif
"Bodoh jelek nian anjeng lolot tolol,app berbayar hapus ajo ah bebani playstore",1,Negatif
Mudah di pahamii,5,Positif
Aplikasi nya jelek banget masa harus bayar,2,Negatif
"Bagus banget, video pembelajarannya bantu banget buat belajar, lebih mudah dipahami, dan juga lebih seru😁👍",5,Positif
Bantu belajar buat ulangan/ujian banksoal San penjelasannya sesuai bahkan sampai akarnya,5,Positif
sangat membantu dalam pembelajaran,5,Positif
"ada permasalahan pada sistem adapto, ketika ingin mengklik salah satu materi di adapto malah kembali ke awal vidio",4,Positif
"ruang guru membantu sekali untuk saya belajar😻, belajar jdi lebih mudah dengan ruang 😊😊",5,Positif
"aplikasinya bagus bangettt, ngebantu banget buat aku yang cara belajarnya memang audiovisual. tapi abis di update kok malah lag & ga bisa nonton vidio. aku coba install ulang, pas mau log in lagi malah ga bisa, selalu ke force stop sendiri. mohon perbaikannya ya 🙏🏻",4,Positif
Paham,4,Positif
"Seneng banget belajar di ruangguru. Dari penjelasan yang mudah dipahami dan ada fitur konsep kilat juga, buat kita yang mau belajar cepet dan terburu-buru tapi tetap mudah dipahami dan dimengerti oleh siswa. Pokoknya aplikasi belajar terbagus deh",5,Positif
Apknya sangat bagus Membatu saya dalam belajar agar lebih mnlengerti apa yg dipelajari di sekolah yang belum saya mengerti,5,Positif
Saya suka sekali belajar di ruang guru,5,Positif
"Pas belum di bayar, ngejar2 tlp2 mulu, stelah dibayar, ditanya mengenai bank soal tp jawaban tidak memuaskan, dan di update tematik bukan cm bahasa Indonesia dan Matematika, ada pelajaran lain juga... ampun deh... untuk ga beli yg paket 2.7juta...",1,Negatif
Saya ruang guru,1,Negatif
Wow bagus banget bisa belajar kayak game makin semangat belajar nya Karena ada ruang guru bisa naik rangking jadi 2 atau 1 thanks ruang guru,5,Positif
"Halo min, saran aja nih Kasih kita soal soal ulangan yang bakalan keluar pas ujian Kyak ada fitur nya gtu Biar kita lebih siap buat ujian min🙏🏻",5,Positif
"Heran deh, aku coba download yg mapel BIN gk bisa, aku coba mapel pkn sama geografi bisa kok, knp yg BIN gk bisa",3,Netral
Yaampun ini napa ga lengkap sih apalagi pkn kelas 8 kurikulum 13 nya cuman ada 4 bab,3,Netral
"Bagus banget spektakuler, Tapi biar lebih seru maunya tambahin item ""wajah"" di avatar ruangguru nya , biar bisa ganti² wajah",5,Positif
Aplikasi ini bagus namun untuk saat ini bintang 4 dulu,4,Positif
"Bagus sekali aplikasi nya, untuk belajar di rumah. Video nya juga menarik",5,Positif
Anak sayA jadi makin pintar karena aplikasi ini,5,Positif
Gak bisa di install,1,Negatif
Kenapa sekarang ruangguru tdk bisa diganti kurikulum nya,4,Positif
"Kak, kok aku mau nonton vid di Ruangbelajar nya error lagi, ini force close trss... Saat sudah di pencet vidio yang ingin saya nonton malah freeze trs tiba-tiba keluar sendiri lagi Tolong bantuannya",2,Negatif
Bagus aplikasi nya,5,Positif
Ruangguru terlalu banyak spam wa!. TOLONG Jangan spam terus banyak banget lagi nomernya.,1,Negatif
Baguss banget metode pembelajaran nya mudah di fahami!!! ❤,5,Positif
Bagus👍🏻,5,Positif
"sangat seru hampir setiap hari aku belajar di ruangguru, Buruan downlod!",5,Positif
Jaringan ny di perbaiki soalnya jga nglag,1,Negatif
Servernya lemot bgt😮‍💨 Sering keluar sendiri Mau belajar dipersulit Aneh!,1,Negatif
lag bgt,4,Positif
"W udh muak dichat2 Ama org yg selalu promosikan diskon, padahal w udh tamat. Minimal 1 Minggu pasti ada 1 org yg chat. W heran di apk nya ada ajaran PKN Ama Agama. Kenapa ga ajarin karyawan yg suka ngechat, supaya tau sopan santun. bkn cuma w aja yg ngalamin, bnyk kwn2 w yg ngapain juga. Makanya kalo ada org mau langganan Ama rg. W selalu bilang ""Sekali lu ga langganan lagi, lu bakal diteror"" n itu Ampe skrg w selalu bilang ama org yg mau cari bimbel online. Heran, promosi kok bikin muak org.",1,Negatif
Kalo pake speed berapapun pollingnya nya muncul duluan terus,4,Positif
"Aplikasi nya bagus,membantu untuk belajar tetapi hrus berlangganan trs bosen jadi nya tapi ya ada harga maka ada kualitas tapi aplikasinya bagus kok",4,Positif
"Assalamualaikum, kak saya sekarang kelas 5 SD, dan sudah membayar perpanjangan bimbel Ruangguru untuk kelas 6, dan bayarnya di bulan Maret. Sekitar tanggal 19 maret 2023 malam, tapi saya sering dapat wa kalau batas waktu bimbel saya Juli 2023, gimana ini kak? Mohon informasinya Saya bayar melalui Indomaret",4,Positif
Aplikasi yang sangat baik untuk belajar,5,Positif
"Udah di bilang ngga mau perpanjang, masih aja di chat buat perpanjang. Ente ga bisa baca apa gimana??",1,Negatif
"Tolong lah jangan nelpon ke kontak orang tua saya, saya tidak merasa nyaman dengan itu.",3,Netral
Bagus sekali tidak masuk akal karena dia aku bisa sukses,5,Positif
Baguuuuuus,5,Positif
vd ny gabisa kebuka pdhl udah berlangganan,2,Negatif
Bagus bikin anak cepat mengerti👍,5,Positif
"Sekarang Tiap liat video, pasti tiba tiba loading lama dan ga bisa di muat ulang, padahal wi-fi lancar, resolusi juga udah paling rendah,penyimpanan juga masih banyak, dulu ngga gini",3,Netral
Bersenang2 anak2 pun bahagia,5,Positif
"kenapa ya kak setelah di update banyak gangguan,, ketika buka video layarnya jadi hitam, dan suka nge lag",2,Negatif
wow kereeeeeeen,5,Positif
"Sangat bagus, berguna banget materinya. Ngk bosan juga dan murah lagi. Terima kasih ruangguru sudah membantu. Wajib download sih kalau kataku.",5,Positif
"fitur roboguru the best sih, ayahku bekerja untuk Ruangguru dan aku disarankan untuk memakai Ruangguru dan memakai fitur roboguru",5,Positif
Aplikasi ini benar-benar membantu para pelajar agar lebih bersemangat saat belajar karena video² pembelajarannya benar² bervariasi,5,Positif
"Terimakasih banyak banyak Ruangguru♥️ Dulu saya sangat bodoh di sekolah bahkan pernah sampai mendapatkan peringkat 20 di kelas. Tetapi, setelah saya berlangganan apk ini saya mendapatkan nilai yang sangat sangat terbaik, saya mendapat penghargaan sebagai lulusan terbaik paralel ke-2 di SMP. TERIMAKASIH BANYAK 2 TAHUN BERLANGGANANNYA RUANGGURU. TERIMAKASIH TELAH MENJADI PROSES SAYA MENJADI YANG LEBIH BAIK.💐💚💚💚",5,Positif
Sangat membantu dalam proses pembelajaran anak,5,Positif
"kelewatan bagusnya, bahkan guru gue yg manapun, temen gue ngetutor ke gue, belajar di youtube, belajar otodidak di buku gramed, belajar di aplikasi lain, even kursus pun gabisa menggantikan ruangguru. bener bener cara ngajarnya top deh. kalo lo ngerasa bd0h di kelas pusing blajar kimia, matematika, fisika, biologi, mapel apapun deh, cus download and langganan. lo nonton doang brp menit sambil tiduran jg nilai lo lebih tinggi dari tmn lo yg begadang ngebaca. THIS IS SO WORTH IT I SWEAR!!",5,Positif
Makasih ruang guru Kakak²nya pintar²,5,Positif
i love it!!,5,Positif
very helpful for my study :),5,Positif
"Aplikasi RG di hp saya bermasalah. Kemudian di uninstal. Lalu di download lagi. Tp malah lebih parah. Ga bisa login. Sdh berkali kali diuninstal kemudian di download lagi. Saya cek memori hp saya, masih banyak sekaki. Krn hp saya baru (mhn maaf bukan pamer) , tp jd bingung hrs bagaimana jika alasannya memori hp penuh. Belajar anak saya , jd cukup terganggu. Mhn kiranya diperbaiki",2,Negatif
"Ruangguru keren materinya lengkap dan cara penyampaian nya mudah, banyak fitur fitur menarik juga sama gak bikin bosen belajar🥰",5,Positif
Oke bngt buat belajar,5,Positif
"Bisa gasih gausah nawar2 via spam, gue ga ada duit, penuh pesan gue.",2,Negatif
"masa disaat mau daftar ga bisa giliran di krm kode ny dimasukkan malah g bisa,,gmna sih apk ny",1,Negatif
"Ruangguru kalau kata aku sebaiknya seperti versi dulu, cepet, mahir juga para konsultannya. Yang sekarang sorry to say konsultannya pada gimana gitu ga friendly banget :(",2,Negatif
"👍Aplikasinya bagus, Terimakasih ruang guru anda telah menjadikan saya juara👍🙏",5,Positif
terimakasih sama aplikasi nya kalo ngga ada aplikasi ini pasti belajar saya makin lambat,5,Positif
"Kenapa ya sering ke close sendiri, padahal memo saya juga aman🙏🏻",3,Netral
"Mengapa setelah update aplikasi jadi sering force close dan stuck layar hitam, padahal saya sudah berulang kali instal dan uninstall. Saya sudah hapus cache aplikasi ruanggurunya dan restart hp saya, tapi hasilnya tetap tidak bisa di akses. Mohon kepada ruangguru untuk memperbaiki aplikasinya, kemungkinan ini adalah bug.",1,Negatif
"ank saya mnjdi pintar dn berprestasi stlh menggunakan ruang guru, dan sgt seru!",5,Positif
Bagus saya jadi semangat untuk belajar,5,Positif
Aplikasi ini bagus bisa buat saya peringkat 1,5,Positif
"Sangat membantu dalam belajar, ada videonya yg langsung diajarkan ,sehingga anak mau belajar..",5,Positif
"video ruang belajarnya ngga bisa di akses, udah instal-uninstal apk tetep ngga bisa mutar videonya, selalu kembali ke menu awal setiap mau nonton video pembelajarannya.",1,Negatif
Tolong bidang nya tambah dong.bidang untuk farmasii!!butuhh bgtt,5,Positif
"Ruangguru kenapa chat saya terus:( padahal saya udah hapus akun juga, cape bgt.",1,Negatif
Okeh,5,Positif
Buagusss nilai ku naiikk,5,Positif
Perfecto,5,Positif
Eneg bgt sm ruangguru,1,Negatif
"tolong lah jangan telpon telpon nomor pribadi, kalau butuh juga nanti di beli paketnya.",1,Negatif
HIHIHEHEHA,5,Positif
Kasih akses video gratis semua dong saya orang g mampu ga bisa saya buat langganan!,2,Negatif
"Mau ujian belajar di ruang guru,dan ga nyangka rangking 1,maksih ruang guru 😃🥰",5,Positif
"TOLONG YA KAK, KALO SEMISAL UDH GA BERLANGGANAN GA USAH DI SPAM LEWAT WA GITU DONG, BIKIN RISIH, DAH GITU DI TEGUR MALAH NGE BLOKIR 🤣",1,Negatif
.BAGUS.,5,Positif
